Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	time_ISO8601	QF	latitude [degrees_north]	QF	longitude [degrees_east]	QF	mwd [Degree true]	QF	pp1d [s]	QF	swh [m]	QF	QV:ODV:SAMPLE
						2017-01-05T15:00:00	1	-6.5	1	112	1	308.215	1	4.801	1	0.609	1	1
						2017-01-05T16:00:00	1	-6.5	1	112	1	307.221	1	4.832	1	0.61	1	1
						2017-01-05T17:00:00	1	-6.5	1	112	1	305.123	1	4.856	1	0.624	1	1
						2017-01-05T18:00:00	1	-6.5	1	112	1	302.882	1	4.85	1	0.655	1	1
						2017-01-05T19:00:00	1	-6.5	1	112	1	302.31	1	4.779	1	0.687	1	1
						2017-01-05T20:00:00	1	-6.5	1	112	1	303.162	1	4.715	1	0.695	1	1
						2017-01-05T21:00:00	1	-6.5	1	112	1	303.81	1	4.7	1	0.693	1	1
						2017-01-05T22:00:00	1	-6.5	1	112	1	303.925	1	4.699	1	0.698	1	1
						2017-01-05T23:00:00	1	-6.5	1	112	1	304.151	1	4.725	1	0.691	1	1
						2017-01-06T00:00:00	1	-6.5	1	112	1	303.217	1	4.756	1	0.685	1	1
						2017-01-06T01:00:00	1	-6.5	1	112	1	302.569	1	4.782	1	0.672	1	1
						2017-01-06T02:00:00	1	-6.5	1	112	1	302.135	1	4.804	1	0.657	1	1
						2017-01-06T03:00:00	1	-6.5	1	112	1	301.783	1	4.815	1	0.646	1	1
						2017-01-06T04:00:00	1	-6.5	1	112	1	302.179	1	4.811	1	0.644	1	1
						2017-01-06T05:00:00	1	-6.5	1	112	1	302.651	1	4.771	1	0.662	1	1
						2017-01-06T06:00:00	1	-6.5	1	112	1	303.068	1	4.688	1	0.696	1	1
						2017-01-06T07:00:00	1	-6.5	1	112	1	303.145	1	4.616	1	0.708	1	1
						2017-01-06T08:00:00	1	-6.5	1	112	1	303.409	1	4.622	1	0.679	1	1
						2017-01-06T09:00:00	1	-6.5	1	112	1	303.695	1	4.652	1	0.639	1	1
						2017-01-06T10:00:00	1	-6.5	1	112	1	304.722	1	4.678	1	0.59	1	1
						2017-01-06T11:00:00	1	-6.5	1	112	1	305.815	1	4.696	1	0.551	1	1
						2017-01-06T12:00:00	1	-6.5	1	112	1	306.551	1	4.707	1	0.521	1	1
						2017-01-06T13:00:00	1	-6.5	1	112	1	306.177	1	4.71	1	0.509	1	1
						2017-01-06T14:00:00	1	-6.5	1	112	1	304.65	1	4.703	1	0.514	1	1
						2017-01-06T15:00:00	1	-6.5	1	112	1	303.744	1	4.681	1	0.517	1	1
						2017-01-06T16:00:00	1	-6.5	1	112	1	302.244	1	4.634	1	0.531	1	1
						2017-01-06T17:00:00	1	-6.5	1	112	1	300.503	1	4.532	1	0.56	1	1
						2017-01-06T18:00:00	1	-6.5	1	112	1	299.531	1	4.201	1	0.57	1	1
						2017-01-06T19:00:00	1	-6.5	1	112	1	299.597	1	4.163	1	0.558	1	1
						2017-01-06T20:00:00	1	-6.5	1	112	1	300.053	1	4.201	1	0.537	1	1
						2017-01-06T21:00:00	1	-6.5	1	112	1	300.163	1	4.24	1	0.522	1	1
						2017-01-06T22:00:00	1	-6.5	1	112	1	301.157	1	4.258	1	0.482	1	1
						2017-01-06T23:00:00	1	-6.5	1	112	1	302.047	1	4.273	1	0.451	1	1
						2017-01-07T00:00:00	1	-6.5	1	112	1	302.547	1	4.281	1	0.428	1	1
						2017-01-07T01:00:00	1	-6.5	1	112	1	302.937	1	4.282	1	0.412	1	1
						2017-01-07T02:00:00	1	-6.5	1	112	1	302.794	1	4.272	1	0.41	1	1
						2017-01-07T03:00:00	1	-6.5	1	112	1	302.728	1	4.246	1	0.416	1	1
						2017-01-07T04:00:00	1	-6.5	1	112	1	302.915	1	4.174	1	0.432	1	1
						2017-01-07T05:00:00	1	-6.5	1	112	1	303.057	1	3.306	1	0.451	1	1
						2017-01-07T06:00:00	1	-6.5	1	112	1	303.42	1	3.315	1	0.474	1	1
						2017-01-07T07:00:00	1	-6.5	1	112	1	304.381	1	3.38	1	0.496	1	1
						2017-01-07T08:00:00	1	-6.5	1	112	1	305.639	1	3.471	1	0.499	1	1
						2017-01-07T09:00:00	1	-6.5	1	112	1	306.337	1	3.534	1	0.482	1	1
						2017-01-07T10:00:00	1	-6.5	1	112	1	306.447	1	3.551	1	0.466	1	1
						2017-01-07T11:00:00	1	-6.5	1	112	1	305.787	1	3.572	1	0.451	1	1
						2017-01-07T12:00:00	1	-6.5	1	112	1	303.848	1	3.568	1	0.435	1	1
						2017-01-07T13:00:00	1	-6.5	1	112	1	302.613	1	3.547	1	0.424	1	1
						2017-01-07T14:00:00	1	-6.5	1	112	1	301.256	1	3.51	1	0.421	1	1
						2017-01-07T15:00:00	1	-6.5	1	112	1	298.982	1	3.453	1	0.426	1	1
						2017-01-07T16:00:00	1	-6.5	1	112	1	295.917	1	3.404	1	0.434	1	1
						2017-01-07T17:00:00	1	-6.5	1	112	1	294.164	1	3.387	1	0.433	1	1
						2017-01-07T18:00:00	1	-6.5	1	112	1	293.33	1	3.381	1	0.426	1	1
						2017-01-07T19:00:00	1	-6.5	1	112	1	292.879	1	3.38	1	0.418	1	1
						2017-01-07T20:00:00	1	-6.5	1	112	1	292.055	1	3.363	1	0.418	1	1
						2017-01-07T21:00:00	1	-6.5	1	112	1	290.55	1	3.331	1	0.426	1	1
						2017-01-07T22:00:00	1	-6.5	1	112	1	290.21	1	3.336	1	0.426	1	1
						2017-01-07T23:00:00	1	-6.5	1	112	1	290.77	1	3.369	1	0.426	1	1
						2017-01-08T00:00:00	1	-6.5	1	112	1	292.033	1	3.424	1	0.42	1	1
						2017-01-08T01:00:00	1	-6.5	1	112	1	293.714	1	3.477	1	0.408	1	1
						2017-01-08T02:00:00	1	-6.5	1	112	1	295.279	1	3.512	1	0.4	1	1
						2017-01-08T03:00:00	1	-6.5	1	112	1	297.295	1	3.529	1	0.394	1	1
						2017-01-08T04:00:00	1	-6.5	1	112	1	300.245	1	3.526	1	0.398	1	1
						2017-01-08T05:00:00	1	-6.5	1	112	1	303.239	1	3.502	1	0.414	1	1
						2017-01-08T06:00:00	1	-6.5	1	112	1	305.211	1	3.456	1	0.445	1	1
						2017-01-08T07:00:00	1	-6.5	1	112	1	305.612	1	3.426	1	0.478	1	1
						2017-01-08T08:00:00	1	-6.5	1	112	1	305.749	1	3.449	1	0.504	1	1
						2017-01-08T09:00:00	1	-6.5	1	112	1	305.947	1	3.496	1	0.524	1	1
						2017-01-08T10:00:00	1	-6.5	1	112	1	305.996	1	3.543	1	0.513	1	1
						2017-01-08T11:00:00	1	-6.5	1	112	1	305.98	1	3.567	1	0.503	1	1
						2017-01-08T12:00:00	1	-6.5	1	112	1	305.848	1	3.587	1	0.482	1	1
						2017-01-08T13:00:00	1	-6.5	1	112	1	306.095	1	3.606	1	0.455	1	1
						2017-01-08T14:00:00	1	-6.5	1	112	1	306.381	1	3.619	1	0.429	1	1
						2017-01-08T15:00:00	1	-6.5	1	112	1	306.606	1	3.627	1	0.405	1	1
						2017-01-08T16:00:00	1	-6.5	1	112	1	306.996	1	3.633	1	0.382	1	1
						2017-01-08T17:00:00	1	-6.5	1	112	1	307.358	1	3.637	1	0.364	1	1
						2017-01-08T18:00:00	1	-6.5	1	112	1	307.507	1	3.641	1	0.35	1	1
						2017-01-08T19:00:00	1	-6.5	1	112	1	307.919	1	3.645	1	0.337	1	1
						2017-01-08T20:00:00	1	-6.5	1	112	1	308.32	1	3.651	1	0.327	1	1
						2017-01-08T21:00:00	1	-6.5	1	112	1	308.446	1	3.659	1	0.321	1	1
						2017-01-08T22:00:00	1	-6.5	1	112	1	309.924	1	3.662	1	0.312	1	1
						2017-01-08T23:00:00	1	-6.5	1	112	1	311.385	1	3.67	1	0.307	1	1
						2017-01-09T00:00:00	1	-6.5	1	112	1	312.307	1	3.68	1	0.301	1	1
						2017-01-09T01:00:00	1	-6.5	1	112	1	312.89	1	3.69	1	0.295	1	1
						2017-01-09T02:00:00	1	-6.5	1	112	1	313.236	1	3.701	1	0.288	1	1
						2017-01-09T03:00:00	1	-6.5	1	112	1	313.324	1	3.714	1	0.283	1	1
						2017-01-09T04:00:00	1	-6.5	1	112	1	313.758	1	3.726	1	0.278	1	1
						2017-01-09T05:00:00	1	-6.5	1	112	1	315.125	1	3.745	1	0.278	1	1
						2017-01-09T06:00:00	1	-6.5	1	112	1	316.658	1	3.76	1	0.281	1	1
						2017-01-09T07:00:00	1	-6.5	1	112	1	319.805	1	3.721	1	0.301	1	1
						2017-01-09T08:00:00	1	-6.5	1	112	1	318.416	1	3.629	1	0.321	1	1
						2017-01-09T09:00:00	1	-6.5	1	112	1	314.73	1	3.502	1	0.347	1	1
						2017-01-09T10:00:00	1	-6.5	1	112	1	312.774	1	3.456	1	0.339	1	1
						2017-01-09T11:00:00	1	-6.5	1	112	1	311.451	1	3.433	1	0.34	1	1
						2017-01-09T12:00:00	1	-6.5	1	112	1	307.1	1	3.399	1	0.353	1	1
						2017-01-09T13:00:00	1	-6.5	1	112	1	305.485	1	3.329	1	0.36	1	1
						2017-01-09T14:00:00	1	-6.5	1	112	1	304.832	1	3.336	1	0.357	1	1
						2017-01-09T15:00:00	1	-6.5	1	112	1	303.964	1	3.365	1	0.348	1	1
						2017-01-09T16:00:00	1	-6.5	1	112	1	303.332	1	3.392	1	0.336	1	1
						2017-01-09T17:00:00	1	-6.5	1	112	1	302.244	1	3.408	1	0.326	1	1
						2017-01-09T18:00:00	1	-6.5	1	112	1	301.475	1	3.417	1	0.317	1	1
						2017-01-09T19:00:00	1	-6.5	1	112	1	301.19	1	3.421	1	0.308	1	1
						2017-01-09T20:00:00	1	-6.5	1	112	1	299.361	1	3.411	1	0.305	1	1
						2017-01-09T21:00:00	1	-6.5	1	112	1	297.57	1	3.397	1	0.3	1	1
						2017-01-09T22:00:00	1	-6.5	1	112	1	298.075	1	3.403	1	0.279	1	1
						2017-01-09T23:00:00	1	-6.5	1	112	1	298.971	1	3.406	1	0.271	1	1
						2017-01-10T00:00:00	1	-6.5	1	112	1	299.58	1	3.405	1	0.264	1	1
						2017-01-10T01:00:00	1	-6.5	1	112	1	300.695	1	3.4	1	0.258	1	1
						2017-01-10T02:00:00	1	-6.5	1	112	1	301.629	1	3.382	1	0.259	1	1
						2017-01-10T03:00:00	1	-6.5	1	112	1	302.613	1	3.32	1	0.269	1	1
						2017-01-10T04:00:00	1	-6.5	1	112	1	303.25	1	3.273	1	0.281	1	1
						2017-01-10T05:00:00	1	-6.5	1	112	1	302.563	1	3.197	1	0.314	1	1
						2017-01-10T06:00:00	1	-6.5	1	112	1	302.354	1	3.095	1	0.373	1	1
						2017-01-10T07:00:00	1	-6.5	1	112	1	301.091	1	3.148	1	0.468	1	1
						2017-01-10T08:00:00	1	-6.5	1	112	1	299.992	1	3.306	1	0.528	1	1
						2017-01-10T09:00:00	1	-6.5	1	112	1	298.828	1	3.515	1	0.542	1	1
						2017-01-10T10:00:00	1	-6.5	1	112	1	297.477	1	3.574	1	0.56	1	1
						2017-01-10T11:00:00	1	-6.5	1	112	1	296.818	1	3.47	1	0.505	1	1
						2017-01-10T12:00:00	1	-6.5	1	112	1	297.707	1	3.549	1	0.5	1	1
						2017-01-10T13:00:00	1	-6.5	1	112	1	298.987	1	3.577	1	0.494	1	1
						2017-01-10T14:00:00	1	-6.5	1	112	1	300.08	1	3.596	1	0.478	1	1
						2017-01-10T15:00:00	1	-6.5	1	112	1	301.223	1	3.608	1	0.461	1	1
						2017-01-10T16:00:00	1	-6.5	1	112	1	301.558	1	3.615	1	0.445	1	1
						2017-01-10T17:00:00	1	-6.5	1	112	1	301.393	1	3.617	1	0.431	1	1
						2017-01-10T18:00:00	1	-6.5	1	112	1	300.635	1	3.61	1	0.426	1	1
						2017-01-10T19:00:00	1	-6.5	1	112	1	299.8	1	3.608	1	0.416	1	1
						2017-01-10T20:00:00	1	-6.5	1	112	1	298.872	1	3.61	1	0.402	1	1
						2017-01-10T21:00:00	1	-6.5	1	112	1	297.455	1	3.61	1	0.391	1	1
						2017-01-10T22:00:00	1	-6.5	1	112	1	295.175	1	3.599	1	0.384	1	1
						2017-01-10T23:00:00	1	-6.5	1	112	1	291.533	1	3.571	1	0.397	1	1
						2017-01-11T00:00:00	1	-6.5	1	112	1	289.572	1	3.534	1	0.416	1	1
						2017-01-11T01:00:00	1	-6.5	1	112	1	289.116	1	3.526	1	0.424	1	1
						2017-01-11T02:00:00	1	-6.5	1	112	1	288.501	1	3.527	1	0.441	1	1
						2017-01-11T03:00:00	1	-6.5	1	112	1	288.617	1	3.524	1	0.471	1	1
						2017-01-11T04:00:00	1	-6.5	1	112	1	290.166	1	3.543	1	0.508	1	1
						2017-01-11T05:00:00	1	-6.5	1	112	1	291.737	1	3.592	1	0.548	1	1
						2017-01-11T06:00:00	1	-6.5	1	112	1	293.807	1	3.681	1	0.589	1	1
						2017-01-11T07:00:00	1	-6.5	1	112	1	297.806	1	3.815	1	0.646	1	1
						2017-01-11T08:00:00	1	-6.5	1	112	1	298.262	1	3.907	1	0.717	1	1
						2017-01-11T09:00:00	1	-6.5	1	112	1	297.554	1	3.998	1	0.747	1	1
						2017-01-11T10:00:00	1	-6.5	1	112	1	297.933	1	4.189	1	0.72	1	1
						2017-01-11T11:00:00	1	-6.5	1	112	1	297.663	1	4.267	1	0.701	1	1
						2017-01-11T12:00:00	1	-6.5	1	112	1	296.103	1	4.297	1	0.685	1	1
						2017-01-11T13:00:00	1	-6.5	1	112	1	295.626	1	4.32	1	0.653	1	1
						2017-01-11T14:00:00	1	-6.5	1	112	1	295.142	1	4.334	1	0.626	1	1
						2017-01-11T15:00:00	1	-6.5	1	112	1	293.648	1	4.337	1	0.615	1	1
						2017-01-11T16:00:00	1	-6.5	1	112	1	293.379	1	4.34	1	0.599	1	1
						2017-01-11T17:00:00	1	-6.5	1	112	1	293.505	1	4.344	1	0.582	1	1
						2017-01-11T18:00:00	1	-6.5	1	112	1	293.132	1	4.344	1	0.576	1	1
						2017-01-11T19:00:00	1	-6.5	1	112	1	292.379	1	4.338	1	0.578	1	1
						2017-01-11T20:00:00	1	-6.5	1	112	1	291.753	1	4.332	1	0.58	1	1
						2017-01-11T21:00:00	1	-6.5	1	112	1	291.352	1	4.33	1	0.585	1	1
						2017-01-11T22:00:00	1	-6.5	1	112	1	290.072	1	4.318	1	0.609	1	1
						2017-01-11T23:00:00	1	-6.5	1	112	1	289.133	1	4.312	1	0.658	1	1
						2017-01-12T00:00:00	1	-6.5	1	112	1	289.38	1	4.308	1	0.692	1	1
						2017-01-12T01:00:00	1	-6.5	1	112	1	289.858	1	4.368	1	0.713	1	1
						2017-01-12T02:00:00	1	-6.5	1	112	1	290.572	1	4.519	1	0.724	1	1
						2017-01-12T03:00:00	1	-6.5	1	112	1	292.418	1	4.636	1	0.717	1	1
						2017-01-12T04:00:00	1	-6.5	1	112	1	294.532	1	4.713	1	0.705	1	1
						2017-01-12T05:00:00	1	-6.5	1	112	1	296.625	1	4.763	1	0.705	1	1
						2017-01-12T06:00:00	1	-6.5	1	112	1	299.295	1	4.775	1	0.738	1	1
						2017-01-12T07:00:00	1	-6.5	1	112	1	302.019	1	4.721	1	0.832	1	1
						2017-01-12T08:00:00	1	-6.5	1	112	1	302.706	1	4.68	1	0.956	1	1
						2017-01-12T09:00:00	1	-6.5	1	112	1	300.657	1	4.759	1	1.002	1	1
						2017-01-12T10:00:00	1	-6.5	1	112	1	300.547	1	4.864	1	0.963	1	1
						2017-01-12T11:00:00	1	-6.5	1	112	1	299.987	1	4.931	1	0.953	1	1
						2017-01-12T12:00:00	1	-6.5	1	112	1	299.328	1	4.965	1	0.967	1	1
						2017-01-12T13:00:00	1	-6.5	1	112	1	298.449	1	5.018	1	0.937	1	1
						2017-01-12T14:00:00	1	-6.5	1	112	1	298.174	1	5.064	1	0.877	1	1
						2017-01-12T15:00:00	1	-6.5	1	112	1	298.185	1	5.096	1	0.83	1	1
						2017-01-12T16:00:00	1	-6.5	1	112	1	298.251	1	5.106	1	0.786	1	1
						2017-01-12T17:00:00	1	-6.5	1	112	1	297.768	1	5.1	1	0.767	1	1
						2017-01-12T18:00:00	1	-6.5	1	112	1	297.07	1	5.081	1	0.756	1	1
						2017-01-12T19:00:00	1	-6.5	1	112	1	296.526	1	5.058	1	0.739	1	1
						2017-01-12T20:00:00	1	-6.5	1	112	1	296.839	1	5.023	1	0.728	1	1
						2017-01-12T21:00:00	1	-6.5	1	112	1	297.977	1	5.011	1	0.762	1	1
						2017-01-12T22:00:00	1	-6.5	1	112	1	299.586	1	4.953	1	0.77	1	1
						2017-01-12T23:00:00	1	-6.5	1	112	1	300.509	1	4.81	1	0.811	1	1
						2017-01-13T00:00:00	1	-6.5	1	112	1	299.564	1	4.744	1	0.859	1	1
						2017-01-13T01:00:00	1	-6.5	1	112	1	298.658	1	4.806	1	0.865	1	1
